val0,val1,val2,val3,val4,val5,val6,val7,val8,val9,val10,val11,val12,val13,val14,val15,val16,val17,val18,val19,val20,val21,val22,val23,val24,val25,val26,val27,val28,val29,val30,val31,val32,val33,val34,val35,val36,val37,val38,val39,val40,val41,val42,val43,val44,val45,val46,val47,val48,val49,val50,val51,val52,val53,val54,val55,val56,val57,val58,val59,val60,val61,val62,val63,val64,val65,val66,val67,val68,val69,val70,val71,val72,val73,val74,val75,val76,val77,val78,val79,val80,val81,val82,val83,val84,val85,val86,val87,val88,val89,val90,val91,val92,val93,val94,val95,val96,val97,val98,val99
1,0.826415,0.668169,0.509381,0.390211,0.270728,0.197217,0.123551,0.0867408,0.0498663,0.0351277,0.0203674,0.0157585,0.0111437,0.0100587,0.00897253,0.00879164,0.00861057,0.00859152,0.00857246,0.00857151,0.00857055,0.00857055,0.00857055,0.00857055,0.00857055,0.00857055,0.00857055,0.00857055,0.00857055,0.00857055,0.00857055,0.00857055,0.00857055,0.00857055,0.00857055,0.00857055,0.00857055,0.00857055,0.00857055,0.00857055,0.00857055,0.00857055,0.00857055,0.00857055,0.00857055,0.00857055,0.00857055,0.00857055,0.00857055,0.00857055,0.00857055,0.00857055,0.00857055,0.00857055,0.00857055,0.00857055,0.00857055,0.00857055,0.00857055,0.00857055,0.00857055,0.00857055,0.00857055,0.00857055,0.00857055,0.00857055,0.00857055,0.00857055,0.00857055,0.00857055,0.00857055,0.00857055,0.00857055,0.00857055,0.00857055,0.00857055,0.00857055,0.00857055,0.00857151,0.00857246,0.00859152,0.00861057,0.00879164,0.00897253,0.0100587,0.0111437,0.0157585,0.0203674,0.0351277,0.0498663,0.0867408,0.123551,0.197217,0.270728,0.390211,0.509381,0.668169,0.826415,1
1,0.834493,0.668306,0.529598,0.390463,0.294122,0.197548,0.142387,0.0871169,0.0613424,0.035525,0.0258512,0.0161637,0.0133167,0.0104662,0.0098333,0.00919967,0.0090997,0.00899964,0.00898964,0.00897963,0.00897915,0.00897868,0.00897868,0.00897868,0.00897868,0.00897868,0.00897868,0.00897868,0.00897868,0.00897868,0.00897868,0.00897868,0.00897868,0.00897868,0.00897868,0.00897868,0.00897868,0.00897868,0.00897868,0.00897868,0.00897868,0.00897868,0.00897868,0.00897868,0.00897868,0.00897868,0.00897868,0.00897868,0.00897868,0.00897868,0.00897868,0.00897868,0.00897868,0.00897868,0.00897868,0.00897868,0.00897868,0.00897868,0.00897868,0.00897868,0.00897868,0.00897868,0.00897868,0.00897868,0.00897868,0.00897868,0.00897868,0.00897868,0.00897868,0.00897868,0.00897868,0.00897868,0.00897868,0.00897868,0.00897868,0.00897868,0.00897868,0.00897915,0.00897963,0.00898964,0.00899964,0.0090997,0.00919967,0.0098333,0.0104662,0.0133167,0.0161637,0.0258512,0.035525,0.0613424,0.0871169,0.142387,0.197548,0.294122,0.390463,0.529598,0.668306,0.834493,1
1,0.834561,0.682454,0.529793,0.412268,0.294413,0.218663,0.14274,0.102273,0.0617291,0.0440049,0.0262524,0.0199921,0.0137231,0.0119831,0.0102411,0.00987462,0.00950778,0.00945279,0.00939775,0.00939252,0.00938727,0.00938704,0.0093868,0.0093868,0.0093868,0.0093868,0.0093868,0.0093868,0.0093868,0.0093868,0.0093868,0.0093868,0.0093868,0.0093868,0.0093868,0.0093868,0.0093868,0.0093868,0.0093868,0.0093868,0.0093868,0.0093868,0.0093868,0.0093868,0.0093868,0.0093868,0.0093868,0.0093868,0.0093868,0.0093868,0.0093868,0.0093868,0.0093868,0.0093868,0.0093868,0.0093868,0.0093868,0.0093868,0.0093868,0.0093868,0.0093868,0.0093868,0.0093868,0.0093868,0.0093868,0.0093868,0.0093868,0.0093868,0.0093868,0.0093868,0.0093868,0.0093868,0.0093868,0.0093868,0.0093868,0.0093868,0.00938704,0.00938727,0.00939252,0.00939775,0.00945279,0.00950778,0.00987462,0.0102411,0.0119831,0.0137231,0.0199921,0.0262524,0.0440049,0.0617291,0.102273,0.14274,0.218663,0.294413,0.412268,0.529793,0.682454,0.834561,1
1,0.841635,0.682585,0.547769,0.412511,0.315874,0.218985,0.160876,0.102643,0.073547,0.0443989,0.0324066,0.0203959,0.0163957,0.0123902,0.011337,0.0102825,0.0100718,0.00986089,0.00983078,0.00980064,0.0097979,0.00979516,0.00979504,0.00979492,0.00979492,0.00979492,0.00979492,0.00979492,0.00979492,0.00979492,0.00979492,0.00979492,0.00979492,0.00979492,0.00979492,0.00979492,0.00979492,0.00979492,0.00979492,0.00979492,0.00979492,0.00979492,0.00979492,0.00979492,0.00979492,0.00979492,0.00979492,0.00979492,0.00979492,0.00979492,0.00979492,0.00979492,0.00979492,0.00979492,0.00979492,0.00979492,0.00979492,0.00979492,0.00979492,0.00979492,0.00979492,0.00979492,0.00979492,0.00979492,0.00979492,0.00979492,0.00979492,0.00979492,0.00979492,0.00979492,0.00979492,0.00979492,0.00979492,0.00979492,0.00979492,0.00979504,0.00979516,0.0097979,0.00980064,0.00983078,0.00986089,0.0100718,0.0102825,0.011337,0.0123902,0.0163957,0.0203959,0.0324066,0.0443989,0.073547,0.102643,0.160876,0.218985,0.315874,0.412511,0.547769,0.682585,0.841635,1
1,0.841701,0.69511,0.547956,0.432229,0.316156,0.238783,0.161222,0.11762,0.073929,0.0533849,0.0328055,0.0248093,0.0168012,0.0142745,0.0117445,0.0111125,0.0104798,0.0103594,0.0102389,0.0102225,0.010206,0.0102046,0.0102032,0.0102031,0.010203,0.010203,0.010203,0.010203,0.010203,0.010203,0.010203,0.010203,0.010203,0.010203,0.010203,0.010203,0.010203,0.010203,0.010203,0.010203,0.010203,0.010203,0.010203,0.010203,0.010203,0.010203,0.010203,0.010203,0.010203,0.010203,0.010203,0.010203,0.010203,0.010203,0.010203,0.010203,0.010203,0.010203,0.010203,0.010203,0.010203,0.010203,0.010203,0.010203,0.010203,0.010203,0.010203,0.010203,0.010203,0.010203,0.010203,0.010203,0.010203,0.010203,0.0102031,0.0102032,0.0102046,0.010206,0.0102225,0.0102389,0.0103594,0.0104798,0.0111125,0.0117445,0.0142745,0.0168012,0.0248093,0.0328055,0.0533849,0.073929,0.11762,0.161222,0.238783,0.316156,0.432229,0.547956,0.69511,0.841701,1
1,0.847963,0.695237,0.564078,0.432464,0.335914,0.239097,0.178609,0.117984,0.0859103,0.0537754,0.0395052,0.0252114,0.01995,0.0146809,0.0131016,0.0115203,0.0111441,0.0107675,0.0106991,0.0106306,0.0106216,0.0106127,0.010612,0.0106112,0.0106112,0.0106112,0.0106112,0.0106112,0.0106112,0.0106112,0.0106112,0.0106112,0.0106112,0.0106112,0.0106112,0.0106112,0.0106112,0.0106112,0.0106112,0.0106112,0.0106112,0.0106112,0.0106112,0.0106112,0.0106112,0.0106112,0.0106112,0.0106112,0.0106112,0.0106112,0.0106112,0.0106112,0.0106112,0.0106112,0.0106112,0.0106112,0.0106112,0.0106112,0.0106112,0.0106112,0.0106112,0.0106112,0.0106112,0.0106112,0.0106112,0.0106112,0.0106112,0.0106112,0.0106112,0.0106112,0.0106112,0.0106112,0.0106112,0.0106112,0.0106112,0.010612,0.0106127,0.0106216,0.0106306,0.0106991,0.0107675,0.0111441,0.0115203,0.0131016,0.0146809,0.01995,0.0252114,0.0395052,0.0537754,0.0859103,0.117984,0.178609,0.239097,0.335914,0.432464,0.564078,0.695237,0.847963,1
1,0.848026,0.706429,0.564259,0.450404,0.336189,0.25767,0.178949,0.132668,0.0862876,0.0631159,0.0399015,0.0301357,0.0203543,0.0169339,0.0135087,0.012531,0.011552,0.0113297,0.0111071,0.0110685,0.0110298,0.0110249,0.0110201,0.0110197,0.0110193,0.0110193,0.0110193,0.0110193,0.0110193,0.0110193,0.0110193,0.0110193,0.0110193,0.0110193,0.0110193,0.0110193,0.0110193,0.0110193,0.0110193,0.0110193,0.0110193,0.0110193,0.0110193,0.0110193,0.0110193,0.0110193,0.0110193,0.0110193,0.0110193,0.0110193,0.0110193,0.0110193,0.0110193,0.0110193,0.0110193,0.0110193,0.0110193,0.0110193,0.0110193,0.0110193,0.0110193,0.0110193,0.0110193,0.0110193,0.0110193,0.0110193,0.0110193,0.0110193,0.0110193,0.0110193,0.0110193,0.0110193,0.0110193,0.0110193,0.0110197,0.0110201,0.0110249,0.0110298,0.0110685,0.0111071,0.0113297,0.011552,0.012531,0.0135087,0.0169339,0.0203543,0.0301357,0.0399015,0.0631159,0.0862876,0.132668,0.178949,0.25767,0.336189,0.450404,0.564259,0.706429,0.848026,1
1,0.853622,0.706551,0.578825,0.450632,0.354445,0.257977,0.195577,0.133026,0.0983,0.0635027,0.0470339,0.030536,0.023943,0.0173396,0.0151406,0.0129385,0.0123385,0.0117377,0.0116072,0.0114766,0.0114548,0.011433,0.0114304,0.0114278,0.0114276,0.0114274,0.0114274,0.0114274,0.0114274,0.0114274,0.0114274,0.0114274,0.0114274,0.0114274,0.0114274,0.0114274,0.0114274,0.0114274,0.0114274,0.0114274,0.0114274,0.0114274,0.0114274,0.0114274,0.0114274,0.0114274,0.0114274,0.0114274,0.0114274,0.0114274,0.0114274,0.0114274,0.0114274,0.0114274,0.0114274,0.0114274,0.0114274,0.0114274,0.0114274,0.0114274,0.0114274,0.0114274,0.0114274,0.0114274,0.0114274,0.0114274,0.0114274,0.0114274,0.0114274,0.0114274,0.0114274,0.0114274,0.0114274,0.0114276,0.0114278,0.0114304,0.011433,0.0114548,0.0114766,0.0116072,0.0117377,0.0123385,0.0129385,0.0151406,0.0173396,0.023943,0.030536,0.0470339,0.0635027,0.0983,0.133026,0.195577,0.257977,0.354445,0.450632,0.578825,0.706551,0.853622,1
1,0.853683,0.716632,0.578999,0.467043,0.354713,0.275419,0.19591,0.147347,0.0986726,0.0730751,0.0474275,0.0358966,0.024346,0.0199499,0.0155472,0.0141476,0.0127462,0.012381,0.0120153,0.0119391,0.0118629,0.0118508,0.0118386,0.0118372,0.0118357,0.0118356,0.0118355,0.0118355,0.0118355,0.0118355,0.0118355,0.0118355,0.0118355,0.0118355,0.0118355,0.0118355,0.0118355,0.0118355,0.0118355,0.0118355,0.0118355,0.0118355,0.0118355,0.0118355,0.0118355,0.0118355,0.0118355,0.0118355,0.0118355,0.0118355,0.0118355,0.0118355,0.0118355,0.0118355,0.0118355,0.0118355,0.0118355,0.0118355,0.0118355,0.0118355,0.0118355,0.0118355,0.0118355,0.0118355,0.0118355,0.0118355,0.0118355,0.0118355,0.0118355,0.0118355,0.0118355,0.0118355,0.0118356,0.0118357,0.0118372,0.0118386,0.0118508,0.0118629,0.0119391,0.0120153,0.012381,0.0127462,0.0141476,0.0155472,0.0199499,0.024346,0.0358966,0.0474275,0.0730751,0.0986726,0.147347,0.19591,0.275419,0.354713,0.467043,0.578999,0.716632,0.853683,1
1,0.858724,0.71675,0.592245,0.467264,0.371639,0.275719,0.211791,0.147699,0.110619,0.0734582,0.054894,0.0362949,0.0283314,0.0203547,0.0174569,0.0145548,0.0136724,0.0127889,0.0125682,0.0123472,0.0123031,0.0122589,0.0122521,0.0122453,0.0122445,0.0122438,0.0122437,0.0122437,0.0122437,0.0122436,0.0122436,0.0122436,0.0122436,0.0122436,0.0122436,0.0122436,0.0122436,0.0122436,0.0122436,0.0122436,0.0122436,0.0122436,0.0122436,0.0122436,0.0122436,0.0122436,0.0122436,0.0122436,0.0122436,0.0122436,0.0122436,0.0122436,0.0122436,0.0122436,0.0122436,0.0122436,0.0122436,0.0122436,0.0122436,0.0122436,0.0122436,0.0122436,0.0122436,0.0122436,0.0122436,0.0122436,0.0122436,0.0122436,0.0122436,0.0122437,0.0122437,0.0122437,0.0122438,0.0122445,0.0122453,0.0122521,0.0122589,0.0123031,0.0123472,0.0125682,0.0127889,0.0136724,0.0145548,0.0174569,0.0203547,0.0283314,0.0362949,0.054894,0.0734582,0.110619,0.147699,0.211791,0.275719,0.371639,0.467264,0.592245,0.71675,0.858724,1
1,0.858783,0.725893,0.592415,0.48235,0.3719,0.292123,0.212117,0.161613,0.110987,0.0831646,0.0552846,0.0420208,0.0287329,0.0233022,0.0178629,0.0159728,0.01408,0.0135284,0.0129762,0.0128437,0.0127112,0.0126857,0.0126602,0.0126564,0.0126526,0.0126522,0.0126518,0.0126518,0.0126518,0.0126518,0.0126518,0.0126518,0.0126518,0.0126518,0.0126518,0.0126518,0.0126518,0.0126518,0.0126518,0.0126518,0.0126518,0.0126518,0.0126518,0.0126518,0.0126518,0.0126518,0.0126518,0.0126518,0.0126518,0.0126518,0.0126518,0.0126518,0.0126518,0.0126518,0.0126518,0.0126518,0.0126518,0.0126518,0.0126518,0.0126518,0.0126518,0.0126518,0.0126518,0.0126518,0.0126518,0.0126518,0.0126518,0.0126518,0.0126518,0.0126518,0.0126518,0.0126518,0.0126522,0.0126526,0.0126564,0.0126602,0.0126857,0.0127112,0.0128437,0.0129762,0.0135284,0.01408,0.0159728,0.0178629,0.0233022,0.0287329,0.0420208,0.0552846,0.0831646,0.110987,0.161613,0.212117,0.292123,0.3719,0.48235,0.592415,0.725893,0.858783,1
1,0.863355,0.726007,0.60453,0.482565,0.387645,0.292417,0.227276,0.16196,0.122797,0.0835439,0.0630008,0.0424169,0.0330696,0.023706,0.0200456,0.0163795,0.0151587,0.0139362,0.0135942,0.0132518,0.0131728,0.0130938,0.0130792,0.0130645,0.0130624,0.0130604,0.0130601,0.0130599,0.0130599,0.0130599,0.0130599,0.0130599,0.0130599,0.0130599,0.0130599,0.0130599,0.0130599,0.0130599,0.0130599,0.0130599,0.0130599,0.0130599,0.0130599,0.0130599,0.0130599,0.0130599,0.0130599,0.0130599,0.0130599,0.0130599,0.0130599,0.0130599,0.0130599,0.0130599,0.0130599,0.0130599,0.0130599,0.0130599,0.0130599,0.0130599,0.0130599,0.0130599,0.0130599,0.0130599,0.0130599,0.0130599,0.0130599,0.0130599,0.0130599,0.0130599,0.0130599,0.0130601,0.0130604,0.0130624,0.0130645,0.0130792,0.0130938,0.0131728,0.0132518,0.0135942,0.0139362,0.0151587,0.0163795,0.0200456,0.023706,0.0330696,0.0424169,0.0630008,0.0835439,0.122797,0.16196,0.227276,0.292417,0.387645,0.482565,0.60453,0.726007,0.863355,1
1,0.863412,0.73435,0.604694,0.496495,0.387899,0.307869,0.227597,0.175445,0.12316,0.093307,0.0633885,0.0484434,0.0334696,0.0269658,0.0204509,0.0180103,0.015566,0.0147846,0.0140021,0.0137916,0.0135809,0.0135341,0.0134873,0.0134789,0.0134706,0.0134694,0.0134683,0.0134681,0.013468,0.013468,0.013468,0.013468,0.013468,0.013468,0.013468,0.013468,0.013468,0.013468,0.013468,0.013468,0.013468,0.013468,0.013468,0.013468,0.013468,0.013468,0.013468,0.013468,0.013468,0.013468,0.013468,0.013468,0.013468,0.013468,0.013468,0.013468,0.013468,0.013468,0.013468,0.013468,0.013468,0.013468,0.013468,0.013468,0.013468,0.013468,0.013468,0.013468,0.013468,0.013468,0.0134681,0.0134683,0.0134694,0.0134706,0.0134789,0.0134873,0.0135341,0.0135809,0.0137916,0.0140021,0.0147846,0.015566,0.0180103,0.0204509,0.0269658,0.0334696,0.0484434,0.0633885,0.093307,0.12316,0.175445,0.227597,0.307869,0.387899,0.496495,0.604694,0.73435,0.863412,1
1,0.867583,0.734461,0.615831,0.496705,0.40259,0.308156,0.242065,0.175786,0.134784,0.0936825,0.0712833,0.0488372,0.0381127,0.0273684,0.0228962,0.0184166,0.0168056,0.0151922,0.0146962,0.0141996,0.014071,0.0139422,0.0139147,0.013887,0.0138823,0.0138775,0.0138769,0.0138763,0.0138762,0.0138761,0.0138761,0.0138761,0.0138761,0.0138761,0.0138761,0.0138761,0.0138761,0.0138761,0.0138761,0.0138761,0.0138761,0.0138761,0.0138761,0.0138761,0.0138761,0.0138761,0.0138761,0.0138761,0.0138761,0.0138761,0.0138761,0.0138761,0.0138761,0.0138761,0.0138761,0.0138761,0.0138761,0.0138761,0.0138761,0.0138761,0.0138761,0.0138761,0.0138761,0.0138761,0.0138761,0.0138761,0.0138761,0.0138761,0.0138761,0.0138762,0.0138763,0.0138769,0.0138775,0.0138823,0.013887,0.0139147,0.0139422,0.014071,0.0141996,0.0146962,0.0151922,0.0168056,0.0184166,0.0228962,0.0273684,0.0381127,0.0488372,0.0712833,0.0936825,0.134784,0.175786,0.242065,0.308156,0.40259,0.496705,0.615831,0.734461,0.867583,1
1,0.867639,0.742115,0.615991,0.509619,0.402839,0.322736,0.242379,0.188833,0.135143,0.103442,0.0716679,0.0551061,0.0385109,0.0309125,0.0233006,0.020259,0.0172125,0.016159,0.015104,0.0147917,0.014479,0.014401,0.0143228,0.0143066,0.0142904,0.0142877,0.014285,0.0142847,0.0142843,0.0142843,0.0142843,0.0142843,0.0142843,0.0142843,0.0142843,0.0142843,0.0142843,0.0142843,0.0142843,0.0142843,0.0142843,0.0142843,0.0142843,0.0142843,0.0142843,0.0142843,0.0142843,0.0142843,0.0142843,0.0142843,0.0142843,0.0142843,0.0142843,0.0142843,0.0142843,0.0142843,0.0142843,0.0142843,0.0142843,0.0142843,0.0142843,0.0142843,0.0142843,0.0142843,0.0142843,0.0142843,0.0142843,0.0142843,0.0142843,0.0142843,0.0142847,0.014285,0.0142877,0.0142904,0.0143066,0.0143228,0.014401,0.014479,0.0147917,0.015104,0.016159,0.0172125,0.020259,0.0233006,0.0309125,0.0385109,0.0551061,0.0716679,0.103442,0.135143,0.188833,0.242379,0.322736,0.402839,0.509619,0.615991,0.742115,0.867639,1
1,0.871466,0.742223,0.626275,0.509823,0.416585,0.323017,0.256192,0.189169,0.146545,0.103813,0.0796821,0.0554975,0.0434174,0.0313139,0.0259939,0.0206647,0.0186171,0.0165664,0.0158835,0.0151997,0.0150045,0.014809,0.0147619,0.0147147,0.0147053,0.0146958,0.0146943,0.0146928,0.0146926,0.0146924,0.0146924,0.0146924,0.0146924,0.0146924,0.0146924,0.0146924,0.0146924,0.0146924,0.0146924,0.0146924,0.0146924,0.0146924,0.0146924,0.0146924,0.0146924,0.0146924,0.0146924,0.0146924,0.0146924,0.0146924,0.0146924,0.0146924,0.0146924,0.0146924,0.0146924,0.0146924,0.0146924,0.0146924,0.0146924,0.0146924,0.0146924,0.0146924,0.0146924,0.0146924,0.0146924,0.0146924,0.0146924,0.0146924,0.0146924,0.0146926,0.0146928,0.0146943,0.0146958,0.0147053,0.0147147,0.0147619,0.014809,0.0150045,0.0151997,0.0158835,0.0165664,0.0186171,0.0206647,0.0259939,0.0313139,0.0434174,0.0554975,0.0796821,0.103813,0.146545,0.189169,0.256192,0.323017,0.416585,0.509823,0.626275,0.742223,0.871466,1
1,0.87152,0.749279,0.626431,0.521838,0.416828,0.336797,0.256501,0.201777,0.146899,0.113522,0.0800636,0.0619579,0.0438138,0.0351138,0.0263974,0.0227136,0.0190236,0.0176584,0.0162911,0.0158521,0.0154125,0.0152913,0.01517,0.0151417,0.0151134,0.0151079,0.0151024,0.0151016,0.0151007,0.0151006,0.0151005,0.0151005,0.0151005,0.0151005,0.0151005,0.0151005,0.0151005,0.0151005,0.0151005,0.0151005,0.0151005,0.0151005,0.0151005,0.0151005,0.0151005,0.0151005,0.0151005,0.0151005,0.0151005,0.0151005,0.0151005,0.0151005,0.0151005,0.0151005,0.0151005,0.0151005,0.0151005,0.0151005,0.0151005,0.0151005,0.0151005,0.0151005,0.0151005,0.0151005,0.0151005,0.0151005,0.0151005,0.0151005,0.0151006,0.0151007,0.0151016,0.0151024,0.0151079,0.0151134,0.0151417,0.01517,0.0152913,0.0154125,0.0158521,0.0162911,0.0176584,0.0190236,0.0227136,0.0263974,0.0351138,0.0438138,0.0619579,0.0800636,0.113522,0.146899,0.201777,0.256501,0.336797,0.416828,0.521838,0.626431,0.749279,0.87152,1
1,0.875047,0.749384,0.635967,0.522038,0.429726,0.337073,0.269695,0.202108,0.158057,0.11389,0.088148,0.0623468,0.048944,0.0355137,0.0293218,0.0231186,0.0205942,0.0180655,0.0171634,0.0162599,0.0159798,0.0156993,0.0156246,0.0155498,0.0155329,0.015516,0.0155129,0.0155097,0.0155092,0.0155087,0.0155087,0.0155086,0.0155086,0.0155086,0.0155086,0.0155086,0.0155086,0.0155086,0.0155086,0.0155086,0.0155086,0.0155086,0.0155086,0.0155086,0.0155086,0.0155086,0.0155086,0.0155086,0.0155086,0.0155086,0.0155086,0.0155086,0.0155086,0.0155086,0.0155086,0.0155086,0.0155086,0.0155086,0.0155086,0.0155086,0.0155086,0.0155086,0.0155086,0.0155086,0.0155086,0.0155086,0.0155086,0.0155087,0.0155087,0.0155092,0.0155097,0.0155129,0.015516,0.0155329,0.0155498,0.0156246,0.0156993,0.0159798,0.0162599,0.0171634,0.0180655,0.0205942,0.0231186,0.0293218,0.0355137,0.048944,0.0623468,0.088148,0.11389,0.158057,0.202108,0.269695,0.337073,0.429726,0.522038,0.635967,0.749384,0.875047,1
1,0.8751,0.755915,0.636119,0.533254,0.429963,0.350119,0.269999,0.214284,0.158407,0.123511,0.0885263,0.0689541,0.0493384,0.039541,0.0297243,0.0253661,0.0210002,0.0192869,0.0175708,0.0169797,0.0163878,0.0162103,0.0160327,0.0159869,0.015941,0.015931,0.015921,0.0159192,0.0159173,0.0159171,0.0159168,0.0159168,0.0159167,0.0159167,0.0159167,0.0159167,0.0159167,0.0159167,0.0159167,0.0159167,0.0159167,0.0159167,0.0159167,0.0159167,0.0159167,0.0159167,0.0159167,0.0159167,0.0159167,0.0159167,0.0159167,0.0159167,0.0159167,0.0159167,0.0159167,0.0159167,0.0159167,0.0159167,0.0159167,0.0159167,0.0159167,0.0159167,0.0159167,0.0159167,0.0159167,0.0159167,0.0159168,0.0159168,0.0159171,0.0159173,0.0159192,0.015921,0.015931,0.015941,0.0159869,0.0160327,0.0162103,0.0163878,0.0169797,0.0175708,0.0192869,0.0210002,0.0253661,0.0297243,0.039541,0.0493384,0.0689541,0.0885263,0.123511,0.158407,0.214284,0.269999,0.350119,0.429963,0.533254,0.636119,0.755915,0.8751,1
1,0.878366,0.756017,0.644993,0.533449,0.442095,0.350389,0.28261,0.214611,0.169306,0.123875,0.0966406,0.0693405,0.0546557,0.0399395,0.0328617,0.0257704,0.0227346,0.0196936,0.0185414,0.0173874,0.0170032,0.0166184,0.0165067,0.016395,0.0163671,0.0163391,0.0163332,0.0163273,0.0163262,0.0163252,0.0163251,0.0163249,0.0163249,0.0163249,0.0163249,0.0163249,0.0163249,0.0163249,0.0163249,0.0163249,0.0163249,0.0163249,0.0163249,0.0163249,0.0163249,0.0163249,0.0163249,0.0163249,0.0163249,0.0163249,0.0163249,0.0163249,0.0163249,0.0163249,0.0163249,0.0163249,0.0163249,0.0163249,0.0163249,0.0163249,0.0163249,0.0163249,0.0163249,0.0163249,0.0163249,0.0163249,0.0163249,0.0163251,0.0163252,0.0163262,0.0163273,0.0163332,0.0163391,0.0163671,0.016395,0.0165067,0.0166184,0.0170032,0.0173874,0.0185414,0.0196936,0.0227346,0.0257704,0.0328617,0.0399395,0.0546557,0.0693405,0.0966406,0.123875,0.169306,0.214611,0.28261,0.350389,0.442095,0.533449,0.644993,0.756017,0.878366,1
1,0.878417,0.762087,0.645141,0.543952,0.442327,0.36276,0.282908,0.226366,0.169651,0.133381,0.0970158,0.0760563,0.0550481,0.0441668,0.033263,0.0282063,0.0231401,0.0210461,0.0189486,0.0181804,0.017411,0.0171631,0.0169148,0.016845,0.0167752,0.0167583,0.0167413,0.0167379,0.0167344,0.0167338,0.0167332,0.0167331,0.016733,0.016733,0.016733,0.016733,0.016733,0.016733,0.016733,0.016733,0.016733,0.016733,0.016733,0.016733,0.016733,0.016733,0.016733,0.016733,0.016733,0.016733,0.016733,0.016733,0.016733,0.016733,0.016733,0.016733,0.016733,0.016733,0.016733,0.016733,0.016733,0.016733,0.016733,0.016733,0.016733,0.016733,0.0167331,0.0167332,0.0167338,0.0167344,0.0167379,0.0167413,0.0167583,0.0167752,0.016845,0.0169148,0.0171631,0.017411,0.0181804,0.0189486,0.0210461,0.0231401,0.0282063,0.033263,0.0441668,0.0550481,0.0760563,0.0970158,0.133381,0.169651,0.226366,0.282908,0.36276,0.442327,0.543952,0.645141,0.762087,0.878417,1
1,0.881452,0.762187,0.653428,0.544143,0.453764,0.363026,0.294971,0.226688,0.180282,0.133742,0.105127,0.0764401,0.0605196,0.0445637,0.0365947,0.0286097,0.0250343,0.0214525,0.0200214,0.0185879,0.0180799,0.017571,0.0174122,0.0172531,0.0172098,0.0171664,0.0171562,0.017146,0.0171439,0.0171419,0.0171416,0.0171412,0.0171412,0.0171411,0.0171411,0.0171411,0.0171411,0.0171411,0.0171411,0.0171411,0.0171411,0.0171411,0.0171411,0.0171411,0.0171411,0.0171411,0.0171411,0.0171411,0.0171411,0.0171411,0.0171411,0.0171411,0.0171411,0.0171411,0.0171411,0.0171411,0.0171411,0.0171411,0.0171411,0.0171411,0.0171411,0.0171411,0.0171411,0.0171411,0.0171411,0.0171412,0.0171412,0.0171416,0.0171419,0.0171439,0.017146,0.0171562,0.0171664,0.0172098,0.0172531,0.0174122,0.017571,0.0180799,0.0185879,0.0200214,0.0214525,0.0250343,0.0286097,0.0365947,0.0445637,0.0605196,0.0764401,0.105127,0.133742,0.180282,0.226688,0.294971,0.363026,0.453764,0.544143,0.653428,0.762187,0.881452,1
1,0.881502,0.767848,0.653573,0.554004,0.453992,0.374776,0.295265,0.238035,0.180623,0.143112,0.105499,0.0832314,0.06091,0.0489653,0.0369948,0.0312226,0.0254392,0.022936,0.0204283,0.0194588,0.0184876,0.0181541,0.0178202,0.0177191,0.0176179,0.0175911,0.0175643,0.0175582,0.0175521,0.0175509,0.0175497,0.0175495,0.0175493,0.0175493,0.0175492,0.0175492,0.0175492,0.0175492,0.0175492,0.0175492,0.0175492,0.0175492,0.0175492,0.0175492,0.0175492,0.0175492,0.0175492,0.0175492,0.0175492,0.0175492,0.0175492,0.0175492,0.0175492,0.0175492,0.0175492,0.0175492,0.0175492,0.0175492,0.0175492,0.0175492,0.0175492,0.0175492,0.0175492,0.0175492,0.0175493,0.0175493,0.0175495,0.0175497,0.0175509,0.0175521,0.0175582,0.0175643,0.0175911,0.0176179,0.0177191,0.0178202,0.0181541,0.0184876,0.0194588,0.0204283,0.022936,0.0254392,0.0312226,0.0369948,0.0489653,0.06091,0.0832314,0.105499,0.143112,0.180623,0.238035,0.295265,0.374776,0.453992,0.554004,0.653573,0.767848,0.881502,1
1,0.884332,0.767946,0.661334,0.554191,0.464798,0.375037,0.306813,0.238352,0.190982,0.143469,0.11358,0.0836126,0.0665065,0.0493605,0.0405021,0.0316251,0.0274874,0.0233419,0.0216055,0.0198661,0.0192146,0.018562,0.0183447,0.0181272,0.0180632,0.0179992,0.0179828,0.0179663,0.0179626,0.017959,0.0179583,0.0179576,0.0179575,0.0179574,0.0179574,0.0179574,0.0179574,0.0179574,0.0179574,0.0179574,0.0179574,0.0179574,0.0179574,0.0179574,0.0179574,0.0179574,0.0179574,0.0179574,0.0179574,0.0179574,0.0179574,0.0179574,0.0179574,0.0179574,0.0179574,0.0179574,0.0179574,0.0179574,0.0179574,0.0179574,0.0179574,0.0179574,0.0179574,0.0179574,0.0179574,0.0179575,0.0179576,0.0179583,0.017959,0.0179626,0.0179663,0.0179828,0.0179992,0.0180632,0.0181272,0.0183447,0.018562,0.0192146,0.0198661,0.0216055,0.0233419,0.0274874,0.0316251,0.0405021,0.0493605,0.0665065,0.0836126,0.11358,0.143469,0.190982,0.238352,0.306813,0.375037,0.464798,0.554191,0.661334,0.767946,0.884332,1
